name,item_description,price,price_description, weight in lb.,rarity,attunment,item_type,,,
Rod of Lordly Might,"This rod has a flanged head, and it functions as a magic mace that grants a +3 bonus to attack and damage roll made with it. The rod has properties associated with six different buttons that are set in a row along the haft. It has three other properties as well, detailed below.

Six Buttons: You can press one of the rod's six buttons as a bonus action. A button's effect lasts until you push a different button or until you push the same button again, which causes the rod to revert to its normal form.

If you press button 1, the rod becomes a flame tongue as a fiery blade sprouts from the end opposite the rod's flanged head.

If you press button 2, the rod's flanged head folds down and two crescent-shaped blades spring out, transforming the rod into a magic battleaxe that grants a +3 bonus to attack and damage rolls made with it.

If you press button 3, the rod's flanged head folds down, a spear point springs from the rod's tip, and the rod's handle lengthens into a 6-foot haft, transforming the rod into a magic spear that grants a+3 bonus to attack and damage rolls made with it.

If you press button 4, the rod transforms into a climbing pole up to 50 feet long, as you specify. In surfaces as hard as granite, a spike at the bottom and three hooks at the top anchor the pole. Horizontal bars 3 inches long fold out from the sides, 1 foot apart, forming a ladder. The pole can bear up to 4,000 pounds. More weight or lack of solid anchoring causes the rod to revert to its normal form.

If you press button 5, the rod transforms into a handheld battering ram and gram its user a +10 bonus to Strength checks made to break through doors, barricades, and other barriers.

If you press button 6, the rod assumes or remains in its normal form and indicates magnetic north. (Nothing happens if this function of the rod is used in a location that has no magnetic north.) The rod also gives you knowledge of your approximate depth beneath the ground or your height above it.

Drain Life: When you hit a creature with a melee attack using the rod, you can force the target to make a DC 17 Constitution saving throw. On a failure, the target rakes an extra 4d6 necrotic damage, and you regain a number of hit points equal to half that necrotic damage. This property can't be used again until the next dawn.

Paralyze: When you hit a creature with a melee attack using the rod, you can force the target to make a DC 17 Strength saving throw. On a failure, the target is paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on a success. This property can't be used again until the next dawn.

Terrify: While holding the rod, you can use an action to force each creature you can see within 30 feet of you to make a DC 17 Wisdom saving throw. On a failure, a target is frightened of you for 1 minute. A frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. This property can't be used again until the next dawn.","15,000 gp",,10.00,Legendary,yes,Rod,,,
Rod of Alertness,"This rod has a flanged head and the following properties.

Alertness: While holding the rod, you have advantage on Wisdom (Perception) checks and on rolls for initiative.

Spells: While holding the rod, you can use an action to cast one of the following spells from it: detect evil and good, detect magic, detect poison and disease, or see invisibility.

Protective Aura: As an action, you can plant the haft end of the rod in the ground, whereupon the rod's head sheds bright light in a 60-foot radius and dim light for an additional 60 feet. While in that bright light, you and any creature that is friendly to you gain a +1 bonus to AC and saving throws and can sense the location of any invisible hostile creature that is also in the bright light.

The rod's head stops glowing and the effect ends after 10 minutes, or when a creature uses an action to pull the rod from the ground. This property can't be used again until the next dawn.
","5,000 gp",,2.00,Very Rare,yes,Rod,,,
Rod of the Pact Keeper +1,"While holding this rod, you gain a +1 bonus to spell attack rolls and to the saving throw DCs of your warlock spells.

In addition, you can regain one warlock spell slot as an action while holding the rod. You can't use this property again until you finish a long rest.

(Requires attunement by a warlock)",900 gp,,1.00,Uncommon,yes,Rod,,,
Rod of the Pact Keeper +2,"While holding this rod, you gain a +2 bonus to spell attack rolls and to the saving throw DCs of your warlock spells.

In addition, you can regain one warlock spell slot as an action while holding the rod. You can't use this property again until you finish a long rest.

(Requires attunement by a warlock)","3,500 gp",,1.00,Rare,yes,Rod,,,
Rod of the Pact Keeper +3,"While holding this rod, you gain a +3 bonus to spell attack rolls and to the saving throw DCs of your warlock spells.

In addition, you can regain one warlock spell slot as an action while holding the rod. You can't use this property again until you finish a long rest.

(Requires attunement by a warlock)","11,000 gp",,1.00,Very Rare,yes,Rod,,,
Rod of Security,"While holding this rod, you can use an action to activate it. The rod then instantly transports you and up to 199 other willing creatures you can see to a paradise that exists in an extraplanar space. You choose the form that the paradise takes. It could be a tranquil garden, lovely glade, cheery tavern, immense palace, tropical island, fantastic carnival, or whatever else you can imagine. Regardless of its nature, the paradise contains enough water and food to sustain its visitors. Everything else that can be interacted with inside the extraplanar space can exist only there. For example, a flower picked from a garden in the paradise disappears if it is taken outside the extraplanar space.

For each hour spent in the paradise, a visitor regains hit points as if it had spent 1 Hit Die. Also, creatures don't age while in the paradise, although time passes normally. Visitors can remain in the paradise for up to 200 days divided by the number of creatures present (round down).

When the time runs out or you use an action to end it, all visitors reappear in the location they occupied when you activated the rod, or an unoccupied space nearest that location. The rod can't be used again until ten days have passed.","20,000 gp",,2.00,Very Rare,yes,Rod,,,
Armor of Resistance,"You have resistance to a type of damage while you wear this armor.

(Acid, Cold, Fire, Force, Lightning, Necrotic, Poison, Psychic, Radiant, Thunder)

",Armor + 500gp,,Varies,Rare,yes,Armor,,,
Adamantine Armor,"This suit of armor is reinforced with adamantine, one of the hardest substances in existence. While you're wearing it, any critical hit against you becomes a normal hit.",Armor + 500 gp,,Varies,Uncommon,yes,Armor,,,
Mithral Armor,"Mithral is a light, flexible metal. A mithral chain shirt or breastplate can be worn under normal clothes. If the armor normally imposes disadvantage on Dexterity (Stealth) checks or has a Strength requirement, the mithral version of the armor doesn't.",Armor + 800 gp,,Varies,Uncommon,yes,Armor,,,
Mariner's Armor,"While wearing this armor, you have a swimming speed equal to your walking speed. In addition, whenever you start your turn underwater with 0 hit points, the armor causes you to rise 60 feet toward the surface. The armor is decorated with fish and shell motifs",Armor + 200 gp,,Varies,Uncommon,yes,Armor,,,
Plate Armor of Etherealness,"While you're wearing this armor, you can speak its command word as an action to gain the effect of the etherealness spell, which last for 10 minutes or until you remove the armor or use an action to speak the command word again. This property of the armor can't be used again until the next dawn.
","48,000 gp",,Varies,Legendary,yes,Armor,,,
Armor of Invulnerability,"You have resistance to nonmagical damage while you wear this armor. Additionally, you can use an action to make yourself immune to nonmagical damage for 10 minutes or until you are no longer wearing the armor. Once this special action is used, it can't be used again until the next dawn.
","50,000 gp",,Varies,Legendary,yes,Armor,,,
Glamoured Armor,"While wearing this armor, you gain a +1 bonus to AC. You can also use a bonus action to speak the armor's command word and cause the armor to assume the appearance of a normal set of clothing or some other kind of armor. You decide what it looks like, including color, style, and accessories, but the armor retains its normal bulk and weight. The illusory appearance last until you use this property again or remove the armor.","2,000 gp",,Varies,Rare,yes,Armor,,,
Dragon Scale Mail,"Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to damage based on the color of the scales

Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest same scaled dragon within 30 miles of you. This special action can't be used again until the next dawn.
","4,000 gp",,Varies,Very Rare,yes,Armor,,,
